"ACCNTNMB","TARGDOL","TARGRESP"
5670112,20,1
5671939,0,0
5672467,0,0
5674289,0,0
5679016,0,0
5683095,0,0
5687028,0,0
5687450,0,0
5690445,0,0
5691552,0,0
5692666,0,0
5693944,0,0
5694196,10,1
5694487,0,0
5702500,0,0
5703025,4,1
5703710,0,0
5706030,0,0
5707849,0,0
5711721,0,0
5717070,0,0
5719281,0,0
5728581,0,0
5734963,0,0
5755994,0,0
5765967,0,0
5775521,0,0
5776774,0,0
5780679,50,1
5784422,0,0
5788690,0,0
5791059,10,1
5793821,0,0
5796180,2,1
5806340,0,0
5807852,0,0
5812711,10,1
5813212,0,0
5816323,0,0
5818982,0,0
5820501,0,0
5824136,0,0
5829792,0,0
5834570,0,0
5846421,12,1
5847083,0,0
5851745,0,0
5855600,0,0
5856467,0,0
5863592,15,1
5865170,0,0
5867205,0,0
5868840,5,1
5871920,0,0
5872612,0,0
5874205,0,0
5875467,0,0
5876027,0,0
5878187,0,0
5883007,0,0
5884385,5,1
5887514,0,0
5897335,0,0
5899614,0,0
5900282,3,1
5903533,0,0
5904498,0,0
5905242,0,0
5907423,0,0
5911571,0,0
5912331,0,0
5921610,0,0
5924937,0,0
5928168,0,0
5928912,15,1
5930605,0,0
5931182,5,1
5932429,0,0
5933712,0,0
5935639,0,0
5936865,0,0
5937460,0,0
5938789,25,1
5940172,0,0
5940891,0,0
5943835,0,0
5948841,0,0
5950551,35,1
5955721,0,0
5958205,5,1
5965215,0,0
5966139,0,0
5967530,0,0
5969545,0,0
5976883,25,1
5982324,0,0
5982888,0,0
5983519,0,0
5985663,15,1
5995391,0,0
5996262,0,0
5999518,0,0
6004197,0,0
6007629,0,0
6009148,0,0
6011296,20,1
6011918,0,0
6012678,18,1
6017565,0,0
6021462,3,1
6026134,0,0
6030258,0,0
6032355,5,1
6037530,0,0
6039053,10,1
6040953,0,0
6047823,0,0
6048655,0,0
6053584,0,0
6054231,0,0
6058555,5,1
6060377,20,1
6061497,0,0
6064774,5,1
6065376,0,0
6066888,0,0
6068335,0,0
6070830,0,0
6071474,5,1
6077115,5,1
6077598,15,1
6078247,0,0
6082261,0,0
6085461,0,0
6090585,0,0
6095188,0,0
6097034,0,0
6101124,0,0
6101898,0,0
6102570,0,0
6111071,0,0
6111747,0,0
6113538,0,0
6117763,0,0
6119518,15,1
6120322,0,0
6122730,0,0
6129131,0,0
6130928,0,0
6131664,0,0
6132616,0,0
6139514,0,0
6143981,0,0
6148875,0,0
6152829,0,0
6155397,0,0
6161109,0,0
6162929,0,0
6165101,0,0
6169575,0,0
6171421,0,0
6178000,0,0
6178932,0,0
6179847,3,1
6180646,0,0
6192452,5,1
6197767,0,0
6200762,0,0
6203731,0,0
6207519,0,0
6208491,20,1
6210386,3,1
6217702,0,0
6220632,0,0
6224462,0,0
6228524,0,0
6229327,0,0
6232208,10,1
6233780,0,0
6238512,0,0
6246209,0,0
6246976,5,1
6250057,0,0
6258656,15,1
6261440,0,0
6262242,0,0
6265628,0,0
6267215,0,0
6272327,0,0
6275757,0,0
6280198,0,0
6283135,10,1
6286083,0,0
6288992,0,0
6290647,0,0
6292857,0,0
6294657,0,0
6296148,0,0
6296898,0,0
6300166,0,0
6305211,0,0
6310164,0,0
6315816,10,1
6319307,0,0
6320720,0,0
6325516,0,0
6335643,0,0
6342608,15,1
6359466,5,1
6363888,5,1
6368162,0,0
6374006,0,0
6377327,0,0
6381779,0,0
6382709,0,0
6384699,10,1
6385436,0,0
6386180,0,0
6388173,15,1
6389546,5,1
6390935,0,0
6391818,0,0
6395505,0,0
6396126,0,0
6396859,0,0
6398380,0,0
6399923,0,0
6400700,0,0
6406229,0,0
6408014,0,0
6412671,0,0
6416023,20,1
6416882,5,1
6420255,0,0
6423061,0,0
6423806,0,0
6435623,0,0
6437530,0,0
6439209,0,0
6440522,0,0
6441668,0,0
6442579,0,0
6444320,0,0
6445135,0,0
6447281,20,1
6451064,0,0
6452039,0,0
6453841,0,0
6454768,0,0
6464614,0,0
6468317,0,0
6470168,0,0
6474863,0,0
6482435,0,0
6485810,0,0
6486622,0,0
6491318,0,0
6499228,0,0
6499957,5,1
6503347,0,0
6513998,0,0
6516883,0,0
6519404,0,0
6523020,0,0
6527755,0,0
6529489,0,0
6531830,0,0
6532506,0,0
6534995,0,0
6536426,0,0
6537132,0,0
6543312,5,1
6544042,0,0
6548029,20,1
6550407,0,0
6550986,0,0
6553310,0,0
6553862,20,1
6555027,20,1
6559610,0,0
6561748,0,0
6562212,0,0
6562725,0,0
6567695,0,0
6568342,0,0
6575161,0,0
6576112,0,0
6586273,0,0
6587038,0,0
6587698,0,0
6588220,0,0
6593356,0,0
6593999,5,1
6597070,0,0
6597852,0,0
6598567,10,1
6600584,0,0
6604278,0,0
6606943,0,0
6609043,0,0
6611128,0,0
6613569,0,0
6615283,0,0
6617374,0,0
6618754,0,0
6621373,0,0
6623338,0,0
6624063,0,0
6624689,0,0
6627649,0,0
6630852,0,0
6633775,5,1
6637732,3,1
6638357,0,0
6640401,0,0
6641339,0,0
6644634,0,0
6648981,0,0
6649545,0,0
6650111,2,1
6662246,0,0
6664604,0,0
6665260,0,0
6667326,5,1
6668748,0,0
6670897,0,0
6674916,0,0
6675541,0,0
6677887,10,1
6684383,0,0
6685146,0,0
6691053,0,0
6691811,0,0
6694492,0,0
6695376,0,0
6702663,0,0
6704067,0,0
6712741,10,1
6714240,0,0
6720803,0,0
6723610,0,0
6727803,5,1
6728545,5,1
6735246,0,0
6737460,25,1
6738400,0,0
6739096,0,0
6745481,2,1
6749777,0,0
6752791,0,0
6754122,0,0
6756859,0,0
6758189,5,1
6763073,0,0
6763753,0,0
6768887,5,1
6769614,0,0
6771075,25,1
6773696,0,0
6774245,10,1
6775553,0,0
6776775,0,0
6779375,3,1
6782223,0,0
6786784,0,0
6788755,0,0
6789224,0,0
6793773,0,0
6795428,0,0
6797882,0,0
6799175,0,0
6800704,0,0
6809119,0,0
6811444,5,1
6815147,0,0
6816915,0,0
6818871,10,1
6819605,0,0
6823843,0,0
6825906,0,0
6827298,0,0
6830053,3,1
6833233,10,1
6833767,15,1
6835171,0,0
6841429,5,1
6844658,10,1
6845481,0,0
6847669,5,1
6857795,0,0
6859230,0,0
6861905,5,1
6862695,0,0
6867039,0,0
6868313,0,0
6869070,0,0
6870431,0,0
6875473,0,0
6878549,0,0
6881522,0,0
6882229,0,0
6883782,0,0
6886867,0,0
6889444,0,0
6890678,0,0
6893435,0,0
6895869,0,0
6897965,0,0
6900142,0,0
6901369,10,1
6902543,0,0
6903226,0,0
6906006,0,0
6909387,0,0
6911377,0,0
6916191,0,0
6918837,0,0
6922705,5,1
6923521,0,0
6925150,0,0
6928554,10,1
6934904,20,1
6936104,0,0
6937344,10,1
6940933,0,0
6941750,0,0
6942433,0,0
6944432,0,0
6945131,0,0
6948137,3,1
6948757,0,0
6949316,0,0
6955298,0,0
6955924,0,0
6960875,0,0
6961517,0,0
6964002,0,0
6968349,0,0
6969118,0,0
6971699,0,0
6972530,10,1
6974375,0,0
6976723,0,0
6980107,25,1
6980786,20,1
6981562,0,0
6982463,0,0
6984742,0,0
6985553,10,1
6986262,20,1
6987924,25,1
6990240,5,1
6992779,0,0
6994422,10,1
6997276,0,0
7000103,5,1
7002907,5,1
7006578,0,0
7007303,0,0
7015146,0,0
7015989,0,0
7017072,0,0
7018071,5,1
7019749,0,0
7021416,0,0
7023902,0,0
7024539,5,1
7025376,0,0
7025389,0,0
7028925,0,0
7029681,0,0
7031727,0,0
7033411,0,0
7036221,0,0
7036932,25,1
7038339,0,0
7041158,5,1
7044270,2,1
7047271,10,1
7047888,0,0
7049577,0,0
7050138,6,1
7050673,0,0
7054059,0,0
7057010,0,0
7064668,0,0
7068158,0,0
7069758,0,0
7070393,0,0
7071968,0,0
7072676,0,0
7073301,0,0
7073870,10,1
7075860,0,0
7078433,0,0
7079404,0,0
7082927,5,1
7084469,0,0
7090239,0,0
7090826,0,0
7092625,0,0
7093919,0,0
7094647,0,0
7095968,0,0
7096722,0,0
7098093,0,0
7100240,0,0
7101776,5,1
7110244,0,0
7113076,0,0
7117581,0,0
7118208,0,0
7121637,0,0
7126291,0,0
7128022,0,0
7129643,2,1
7131485,0,0
7132171,0,0
7133644,0,0
7134370,0,0
7135331,0,0
7136214,0,0
7138696,0,0
7141476,0,0
7144673,10,1
7150528,0,0
7156048,0,0
7157757,0,0
7158364,0,0
7160615,0,0
7162178,0,0
7163269,0,0
7164758,0,0
7167317,0,0
7168231,0,0
7168811,30,1
7169976,0,0
7171940,15,1
7175214,0,0
7176655,0,0
7177203,0,0
7177878,0,0
7178522,0,0
7179692,0,0
7186806,0,0
7189311,0,0
7189909,0,0
7190539,0,0
7191090,0,0
7193117,10,1
7198987,0,0
7202620,0,0
7203333,5,1
7205555,0,0
7212290,0,0
7214064,0,0
7217205,0,0
7217881,0,0
7218978,0,0
7221278,0,0
7224762,0,0
7226335,0,0
7230802,5,1
7232148,0,0
7232723,0,0
7233939,0,0
7237541,5,1
7237968,15,1
7241087,0,0
7243662,5,1
7244873,0,0
7246608,25,1
7247232,0,0
7249782,0,0
7251177,0,0
7252347,0,0
7254188,0,0
7255888,10,1
7256393,0,0
7258858,0,0
7260304,0,0
7262297,0,0
7264128,0,0
7266272,0,0
7267771,0,0
7273371,0,0
7274088,0,0
7274825,5,1
7275459,0,0
7276638,0,0
7279637,0,0
7283606,5,1
7284353,0,0
7291326,0,0
7292892,10,1
7293879,0,0
7294462,0,0
7295874,0,0
7297089,0,0
7297682,0,0
7302421,0,0
7305006,0,0
7306170,0,0
7307914,0,0
7308621,0,0
7311050,10,1
7312090,0,0
7314686,10,1
7315329,5,1
7317531,0,0
7318789,0,0
7320953,0,0
7321527,0,0
7322194,0,0
7323291,0,0
7324080,0,0
7326856,10,1
7327379,0,0
7327896,0,0
7328400,0,0
7330167,0,0
7331260,0,0
7332490,0,0
7333674,0,0
7334263,0,0
7337192,0,0
7337913,10,1
7339351,50,1
7339974,0,0
7341048,0,0
7342726,5,1
7343839,10,1
7346948,0,0
7348126,5,1
7348703,50,1
7349786,10,1
7350802,0,0
7351325,0,0
7351812,0,0
7353645,0,0
7354992,0,0
7355655,0,0
7361448,0,0
7365197,0,0
7365988,0,0
7367149,0,0
7368726,25,1
7372037,5,1
7372985,0,0
7374451,0,0
7376534,0,0
7381008,0,0
7386172,0,0
7391736,0,0
7392702,0,0
7393441,0,0
7395381,10,1
7418168,0,0
7431412,0,0
7435004,0,0
7463924,0,0
7479414,0,0
7482134,0,0
7485261,0,0
7497896,10,1
7511041,0,0
7535533,0,0
7542321,0,0
7556237,0,0
7558260,0,0
7562696,10,1
7572063,5,1
7595699,0,0
7600103,0,0
7606780,5,1
7615483,25,1
7619865,0,0
7621349,0,0
7623675,0,0
7625672,0,0
7627960,10,1
7629751,10,1
7630561,0,0
7632649,6,1
7638521,0,0
7641162,0,0
7643174,15,1
7644933,0,0
7651848,0,0
7653510,0,0
7654300,0,0
7655188,0,0
7660580,0,0
7665763,0,0
7667305,0,0
7670155,15,1
7670962,0,0
7672476,0,0
7674309,0,0
7675055,0,0
7677058,0,0
7677612,5,1
7680294,0,0
7681785,0,0
7682399,0,0
7683812,15,1
7684459,0,0
7685074,0,0
7687079,0,0
7688450,0,0
7691539,0,0
7692342,0,0
7692986,0,0
7695749,0,0
7696257,0,0
7696801,0,0
7698030,20,1
7698642,0,0
7699450,0,0
7704754,0,0
7708138,0,0
7708922,0,0
7710356,0,0
7711104,0,0
7714724,0,0
7715856,0,0
7719592,0,0
7720357,0,0
7723911,0,0
7725318,0,0
7727362,0,0
7728111,0,0
7728925,0,0
7730448,10,1
7731256,0,0
7732045,2,1
7734356,3,1
7735051,20,1
7735896,5,1
7737698,5,1
7738222,0,0
7738818,25,1
7743927,0,0
7745599,2,1
7747222,0,0
7748053,5,1
7748918,0,0
7749991,0,0
7752804,0,0
7754684,10,1
7757426,0,0
7762133,0,0
7762750,10,1
7765407,20,1
7766395,0,0
7767356,0,0
7769323,0,0
7771216,10,1
7772147,0,0
7773428,0,0
7774183,0,0
7777902,0,0
7781270,25,1
7781904,0,0
7789044,0,0
7790287,0,0
7790912,0,0
7791498,0,0
7792426,0,0
7794916,0,0
7795748,10,1
7798449,0,0
7799235,10,1
7800025,5,1
7808910,0,0
7809568,0,0
7812695,0,0
7816452,0,0
7817224,0,0
7819181,0,0
7820978,0,0
7821814,0,0
7823301,0,0
7826487,0,0
7830893,0,0
