"date","cust","sales"
1994-11-01,7535533,15
1994-11-01,7643174,10
1994-11-01,7730448,10
1994-11-01,7731256,3
1994-11-01,7749991,5
1994-11-01,7762750,25
1994-11-01,7777902,10
1994-11-01,7837581,10
1994-11-01,7844951,5
1994-11-01,7875086,5
1994-11-01,7953117,10
1994-11-01,7984065,10
1994-11-01,8005910,25
1994-11-01,8006543,5
1994-11-01,8008864,2
1994-11-01,8033795,10
1994-11-01,8034400,10
1994-11-01,8037222,5
1994-11-01,8068222,5
1994-11-01,8116744,10
1994-11-01,8152720,10
1994-11-01,8164213,20
1994-11-01,8166942,2
1994-11-01,8171362,10
1994-11-01,8176648,20
1994-11-01,8180099,10
1994-11-01,8182213,5
1994-11-01,8206748,5
1994-11-01,8301189,5
1994-11-01,8305524,5
1994-11-01,8316764,5
1994-11-01,8326106,20
1994-11-01,8327312,5
1994-11-01,8328467,10
1994-11-01,8342048,25
1994-11-01,8451443,30
1994-11-01,8483290,5
1994-11-01,8505106,20
1994-11-01,8524796,10
1994-11-01,8546698,10
1994-11-01,8580982,10
1994-11-01,8599447,4
1994-11-01,8601838,10
1994-11-01,8602998,15
1994-11-01,8646565,22
1994-11-01,8658242,5
1994-11-01,8674330,10
1994-11-01,8677194,50
1994-11-01,8686943,10
1994-11-01,8711678,7
1994-11-01,8760055,10
1994-11-01,8777166,3
1994-11-01,8784573,3
1994-11-01,8814955,15
1994-11-01,8821475,10
1994-11-01,8839509,10
1994-11-01,8840132,2
1994-11-01,8851432,15
1994-11-01,8866747,25
1994-11-01,8892684,20
1994-11-01,8907693,5
1994-11-01,8918182,15
1994-11-01,8935166,5
1994-11-01,8937032,10
1994-11-01,8967191,10
1994-11-01,8970335,20
1994-11-01,9001225,10
1994-11-01,9006879,10
1994-11-01,9008710,5
1994-11-01,9024697,10
1994-11-01,9025707,20
1994-11-01,9038622,5
1994-11-01,9048025,20
1994-11-01,9093729,10
1994-11-01,9111137,10
1994-11-01,9127474,10
1994-11-01,9130294,5
1994-11-01,9131393,10
1994-11-01,9170569,10
1994-11-01,9199652,5
1994-11-01,9211293,3
1994-11-01,9214352,10
1994-11-01,9231705,10
1994-11-01,9278031,5
1994-11-01,9282235,15
1994-11-01,9291290,5
1994-11-01,9303549,5
1994-11-01,9315491,10
1994-11-01,9325535,10
1994-11-01,9331836,2
1994-11-01,9333545,5
1994-11-01,9341685,25
1994-11-01,9342444,10
1994-11-01,9363440,10
1994-11-01,9365735,5
1994-11-01,9368291,2
1994-11-01,9372146,5
1994-11-01,9374795,10
1994-11-01,9375349,10
1994-11-01,9380078,2
1994-11-01,9408864,5
1994-11-01,9421552,15
1994-11-01,9425589,10
1994-11-01,9434168,30
1994-11-01,9452041,10
1994-11-01,9478924,25
1994-11-01,9483963,15
1994-11-01,9493361,20
1994-11-01,9518149,10
1994-11-01,9520579,10
1994-11-01,9522612,25
1994-11-01,9527498,3
1994-11-01,9550145,5
1994-11-01,9553572,5
1994-11-01,9557037,3
1994-11-01,9559859,20
1994-11-01,9593943,10
1994-11-01,9595910,10
1994-11-01,9600918,5
1994-11-01,9615686,10
1994-11-01,9622274,25
1994-11-01,9637809,10
1994-11-01,9645305,5
1994-11-01,9649136,20
1994-11-01,9655402,10
1994-11-01,9658593,5
1994-11-01,9665391,15
1994-11-01,9686408,10
1994-11-01,9689184,15
1994-11-01,9718771,20
1994-11-01,9737928,10
1994-11-01,9758409,5
1994-11-01,9759559,5
1994-11-01,9767338,15
1994-11-01,9772012,20
1994-11-01,9784853,3
1994-11-01,9786150,3
1994-11-01,9834594,10
1994-11-01,9843277,10
1994-11-01,9849261,10
1994-11-01,9853512,50
1994-11-01,9857127,5
1994-11-01,9857569,10
1994-11-01,9895393,10
1994-11-01,9900766,20
1994-11-01,9933825,5
1994-11-01,9942803,5
1994-11-01,9947138,10
1994-11-01,9959316,10
1994-11-01,9962180,10
1994-11-01,9970806,15
1994-11-01,9995014,20
1994-11-01,10007157,5
1994-11-01,10008640,15
1994-11-01,10009625,10
1994-11-01,10011754,20
1994-11-01,10024050,5
1994-11-01,10037740,5
1994-11-01,10057172,10
1994-11-01,10064760,10
1994-11-01,10073650,5
1994-11-01,10077216,10
1994-11-01,10078727,5
1994-11-01,10086662,10
1994-11-01,10087859,3
1994-11-01,10089985,10
1994-11-01,10098013,10
1994-11-01,10120175,20
1994-11-01,10138963,10
1994-11-01,10141174,50
1994-11-01,10142181,5
1994-11-01,10149921,10
1994-11-01,10168326,10
1994-11-01,10168974,20
1994-11-01,10192775,15
1994-11-01,10195285,5
1994-11-01,10217166,5
1994-11-01,10218954,25
1994-11-01,10246127,5
1994-11-01,10264163,20
1994-11-01,10283293,25
1994-11-01,10290009,10
1994-11-01,10290600,22
1994-11-01,10296967,30
1994-11-01,10302327,22
1994-11-01,10330631,15
1994-11-01,10345399,3
1994-11-01,10345968,4
1994-11-01,10349671,5
1994-11-01,10358811,15
1994-11-01,10377945,35
1994-11-01,10386343,10
1994-11-01,10389488,5
1994-11-01,10390072,5
1994-11-01,10413908,10
1994-11-01,10441146,4
1994-11-01,10455910,5
1994-11-01,10464174,50
1994-11-01,10467445,75
1994-11-01,10475171,10
1994-11-01,10475755,10
1994-11-01,10479942,50
1994-11-01,10484177,20
1994-11-01,10487118,10
1994-11-01,10519953,30
1994-11-01,10520978,5
1994-11-01,10523577,5
1994-11-01,10530833,20
1994-11-01,10542397,2
1994-11-01,10562750,5
1994-11-01,10570396,10
1994-11-01,10585082,5
1994-11-01,10590264,5
1994-11-01,10593647,20
1994-11-01,10601526,10
1994-11-01,10610229,5
1994-11-01,10617216,5
1994-11-01,10628437,4
1994-11-01,10630880,10
1994-11-01,10634914,20
1994-11-01,10637563,5
1994-11-01,10645130,20
1994-11-01,10649118,3
1994-11-01,10649683,10
1994-11-01,10659968,3
1994-11-01,10661764,20
1994-11-01,10677903,20
1994-11-01,10678467,3
1994-11-01,10695445,5
1994-11-01,10700540,15
1994-11-01,10701206,5
1994-11-01,10706674,25
1994-11-01,10731677,5
1994-11-01,10749935,15
1994-11-01,10751864,15
1994-11-01,10760740,20
1994-11-01,10768140,15
1994-11-01,10768502,25
1994-11-01,10769284,10
1994-11-01,10794759,15
1994-11-01,10796631,15
1994-11-01,10798975,8
1994-11-01,10801319,15
1994-11-01,10802633,5
1994-11-01,10804537,25
1994-11-01,10809952,15
1994-11-01,10811476,20
1994-11-01,10830715,10
1994-11-01,10840783,5
1994-11-01,10850340,10
1994-11-01,10859924,10
1994-11-01,10865663,10
1994-11-01,10867194,3
1994-11-01,10869264,10
1994-11-01,10872019,10
1994-11-01,10899022,6
1994-11-01,10910035,10
1994-11-01,10934100,10
1994-11-01,10935154,5
1994-11-01,10947251,10
1994-11-01,10956223,15
1994-11-01,10958282,10
1994-11-01,10960634,5
1994-11-01,10979912,8
1994-11-01,10980860,10
1994-11-01,10986398,10
1994-11-01,11000406,10
1994-11-01,11010823,5
1994-11-01,11018878,5
1994-11-01,11030314,10
1994-11-01,11037586,15
1994-11-01,11041937,15
1994-11-01,11050458,10
1994-11-01,11074951,10
1994-11-01,11079335,25
1994-11-01,11087485,5
1994-11-01,11089437,5
1994-11-01,11094681,20
1994-11-01,11099445,2
1994-11-01,11110136,5
1994-11-01,11114819,2
1994-11-01,11117493,5
1994-11-01,11125361,2
1994-11-01,11129107,3
1994-11-01,11131660,25
1994-11-01,11139223,5
1994-11-01,11141804,3
1994-11-01,11145837,25
1994-11-01,11147662,5
1994-11-01,11149446,3
1994-11-01,11153578,5
1994-11-01,11157344,5
1994-11-01,11164163,5
1994-11-01,11187506,10
1994-11-01,11207035,3
1994-11-01,11212601,25
1994-11-01,11228352,10
1994-11-01,11237046,25
1994-11-01,11240824,5
1994-11-01,11241857,20
1994-11-01,11242288,10
1994-11-01,11258054,15
1994-11-01,11260973,4
1994-11-01,11261710,10
1994-11-01,11266466,20
1994-11-01,11266882,5
1994-11-01,11271129,15
1994-11-01,11273691,5
1994-11-01,11275424,20
1994-11-01,11284593,3
1994-11-01,11286625,5
1994-11-01,11296578,10
1994-11-01,11308709,25
1994-11-01,11309532,20
1994-11-01,11322468,5
1994-11-01,11324043,10
1994-11-01,11327275,10
1994-11-01,11327691,2
1994-11-01,11348400,5
1994-11-01,11352244,5
1994-11-01,11360679,4
1994-11-01,11370553,10
1994-11-01,11380874,5
1994-11-01,11386172,10
1994-11-01,11410154,30
1994-11-01,11419380,3
1994-11-01,11420551,3
1994-11-01,11433721,5
1994-11-01,11434215,5
1994-11-01,11435763,5
1994-11-01,11439306,10
1994-11-01,11441614,5
1994-11-01,11447712,4
1994-11-01,11453226,2
1994-11-01,11461484,3
1994-11-01,11461903,5
1994-11-01,11466961,10
1994-11-01,11469581,5
1994-11-01,11478412,5
1994-11-01,11483240,2
1994-11-01,11491847,10
1994-11-01,11500811,10
1994-11-01,11502296,3
1994-11-01,11505409,10
1994-11-01,11507505,5
1994-11-01,11507928,3
1994-11-01,11512093,5
1994-11-01,11521863,5
1994-11-01,11523735,10
1994-11-01,11525225,5
1994-11-01,11535239,5
1994-11-01,11541860,3
1994-11-01,11547387,15
1994-11-01,11548220,5
1994-11-01,11556828,15
1994-11-01,11564668,25
1994-11-01,11565786,5
1994-11-01,11571618,5
1994-11-01,11580737,10
1994-11-01,11588747,5
1994-11-01,11595970,10
1994-11-01,11607157,10
1994-11-01,11615935,10
1994-11-01,11616294,10
1994-11-01,11635960,3
1994-11-01,11639668,10
1994-11-01,11643938,25
1994-11-01,11652173,5
1994-11-01,11659201,10
1994-11-01,11664374,10
1994-11-01,11665607,10
1994-11-01,11666366,5
1994-11-01,11666741,2
1994-11-01,11689955,10
1994-11-01,11691463,5
1994-11-01,11692429,20
1994-11-01,11701223,10
1994-11-01,11703292,15
1994-11-01,11717249,10
1994-11-01,11720279,10
1994-11-01,11720716,20
1994-11-01,11727366,5
1994-11-01,11731701,20
1994-11-01,11734196,10
1994-11-01,11750750,5
1994-11-01,11751953,7
1994-11-01,11756318,10
1994-11-01,11756717,10
1994-11-01,11766621,10
1994-11-01,11767209,5
1994-11-01,11777504,20
1994-11-01,11784457,5
1994-11-01,11785732,5
1994-11-01,11795498,5
1994-11-01,11815890,10
1994-11-01,11818195,15
1994-11-01,11827784,10
1994-11-01,11831270,25
1994-11-01,11832135,5
1994-11-01,11839618,5
1994-11-01,11844459,10
1994-11-01,11852799,10
1994-11-01,11854718,10
1994-11-01,11861495,5
1994-11-01,11862489,15
1994-11-01,11875334,2
1994-11-01,11877310,5
1994-11-01,11878151,2
1994-11-01,11880033,5
1994-11-01,11896291,10
1994-11-01,11904661,10
1994-11-01,11909143,5
1994-11-01,11910436,2
1994-11-01,11922310,10
1994-11-01,11933308,5
1994-11-01,11943614,10
1994-11-01,11945463,5
1994-11-01,11950544,5
1994-11-01,11952377,10
1994-11-01,11963610,15
1994-11-01,11990040,2
1994-11-01,11999461,5
1994-11-01,12006525,4
1994-11-01,12011325,30
1994-11-01,12014464,10
1994-11-01,12021114,10
1994-11-01,12022818,4
1994-11-01,12027802,3
1994-11-01,12029990,15
1994-11-01,12034307,20
1994-11-01,12040437,10
1994-11-01,12040938,3
1994-11-01,12043262,5
1994-11-01,12046119,20
1994-11-01,12047957,10
1994-11-01,12050871,3
1994-11-01,12052203,20
1994-11-01,12061791,20
1994-11-01,12066207,7
1994-11-01,12067798,40
1994-11-01,12088387,5
1994-11-01,12092985,10
1994-11-01,12098096,10
1994-11-01,12101065,5
1994-11-01,12102388,5
1994-11-01,12109520,25
1994-11-01,12110255,2
1994-11-01,12115562,5
1994-11-01,12128289,5
1994-11-01,12133190,5
1994-11-01,12141094,10
1994-11-01,12142567,10
1994-11-01,12145780,5
1994-11-01,12148103,5
1994-11-01,12154699,5
1994-11-01,12159812,2
1994-11-01,12162794,5
1994-11-01,12163915,10
1994-11-01,12165928,2
1994-11-01,12168809,10
1994-11-01,12173675,10
1994-11-01,12178015,10
1994-11-01,12186677,2
1994-11-01,12200868,5
1994-11-01,12202569,15
1994-11-01,12203807,5
1994-11-01,12203807,5
1994-11-01,12212207,10
1994-11-01,12214310,5
1994-11-01,12238688,20
1994-11-01,12248045,3
1994-11-01,12255582,5
1994-11-01,12259247,10
1994-11-01,12260712,20
1994-11-01,12269217,5
1994-11-01,12273658,15
1994-11-01,12282244,10
1994-11-01,12284962,15
1994-11-01,12286109,10
1994-11-01,12287092,10
1994-11-01,12296381,5
1994-11-01,12298442,3
1994-11-01,12309461,10
1994-11-01,12313519,5
1994-11-01,12325245,5
1994-11-01,12329055,10
1994-11-01,12330345,15
1994-11-01,12341560,50
1994-11-01,12344329,25
1994-11-01,12344920,25
1994-11-01,12352938,10
1994-11-01,12359763,10
1994-11-01,12362623,25
1994-11-01,12383164,5
1994-11-01,12385439,5
1994-11-01,12395828,5
1994-11-01,12396225,5
1994-11-01,12397200,5
1994-11-01,12398565,10
1994-11-01,12405381,10
1994-11-01,12409460,5
1994-11-01,12412237,5
1994-11-01,12416251,10
1994-11-01,12418382,50
1994-11-01,12420104,20
1994-11-01,12423220,10
1994-11-01,12427922,10
1994-11-01,12432692,5
1994-11-01,12439023,20
1994-11-01,12442534,15
1994-11-01,12444194,3
1994-11-01,12445092,5
1994-11-01,12468487,2
1994-11-01,12481835,2
1994-11-01,12485776,5
1994-11-01,12494460,3
1994-11-01,12496736,10
1994-11-01,12499010,2
1994-11-01,12500072,3
1994-11-01,12513893,10
1994-11-01,12520186,10
1994-11-01,12520799,5
1994-11-01,12530133,25
1994-11-01,12531337,5
1994-11-01,12533734,5
1994-11-01,12538577,25
1994-11-01,12539437,10
1994-11-01,12545116,20
1994-11-01,12546567,3
1994-11-01,12549828,10
1994-11-01,12551864,3
1994-11-01,12555010,15
1994-11-01,12563075,5
1994-11-01,12563915,10
1994-11-01,12565509,10
1994-11-01,12568179,15
1994-11-01,12572089,3
1994-11-01,12574231,10
1994-11-01,12577021,20
1994-11-01,12577838,3
1994-11-01,12578223,2
1994-11-01,12582899,2
1994-11-01,12584487,10
1994-11-01,12595574,3
1994-11-01,12599117,2
1994-11-01,12604194,5
1994-11-01,12604589,5
1994-11-01,12611748,2
1994-11-01,12612632,10
1994-11-01,12621925,5
1994-11-01,12622709,5
1994-11-01,12623644,5
1994-11-01,12642135,15
1994-11-01,12652150,7
1994-11-01,12655418,5
1994-11-01,12655771,10
1994-11-01,12658823,5
1994-11-01,12663100,2
1994-11-01,12669648,10
1994-11-01,12673670,5
1994-11-01,12674497,5
1994-11-01,12680658,5
1994-11-01,12690941,2
1994-11-01,12699103,5
1994-11-01,12700972,5
1994-11-01,12704735,10
1994-11-01,12714283,10
1994-11-01,12714641,5
1994-11-01,12721703,20
1994-11-01,12733648,5
1994-11-01,12734961,10
1994-11-01,12743794,10
1994-11-01,12745536,2
1994-11-01,12747542,3
1994-11-01,12754699,5
1994-11-01,12757794,20
1994-11-01,12759054,10
1994-11-01,12760371,10
1994-11-01,12765348,20
1994-11-01,12769976,3
1994-11-01,12770859,10
1994-11-01,12772092,10
1994-11-01,12772494,10
1994-11-01,12781174,5
1994-11-01,12781925,5
1994-11-01,12782630,3
1994-11-01,12782967,7
1994-11-01,12784447,10
1994-11-01,12790678,10
1994-11-01,12792996,20
1994-11-01,12795209,50
1994-11-01,12796232,20
1994-11-01,12800044,2
1994-11-01,12814771,7
1994-11-01,12816114,10
1994-11-01,12822409,3
1994-11-01,12835508,10
1994-11-01,12836345,10
1994-11-01,12844347,4
1994-11-01,12845471,15
1994-11-01,12848085,5
1994-11-01,12852040,10
1994-11-01,12853511,5
1994-11-01,12857072,5
1994-11-01,12859392,10
1994-11-01,12860093,5
1994-11-01,12862797,5
1994-11-01,12866045,15
1994-11-01,12872162,15
1994-11-01,12883383,4
1994-11-01,12885179,5
1994-11-01,12893364,20
1994-11-01,12894100,20
1994-11-01,12903392,120
1994-11-01,12904107,5
1994-11-01,12907548,5
1994-11-01,12908286,5
1994-11-01,12919814,10
1994-11-01,12920999,3
1994-11-01,12922147,5
1994-11-01,12922988,10
1994-11-01,12924075,10
1994-11-01,12925500,30
1994-11-01,12941608,10
1994-11-01,12943835,10
1994-11-01,12947304,3
1994-11-01,12950378,5
1994-11-01,12951465,10
1994-11-01,12952229,5
1994-11-01,12971030,3
1994-11-01,12972135,20
1994-11-01,12972476,15
1994-11-01,12974855,10
1994-11-01,12997807,5
1994-11-01,13000277,15
1994-11-01,13006885,5
1994-11-01,13011523,10
1994-11-01,13017868,4
1994-11-01,13018572,10
1994-11-01,13036237,2
1994-11-01,13040553,50
1994-11-01,13042103,10
1994-11-01,13045646,5
1994-11-01,13047151,3
1994-11-01,13050504,10
1994-11-01,13051598,5
1994-11-01,13067002,2
1994-11-01,13067681,5
1994-11-01,13070250,5
1994-11-01,13076171,5
1994-11-01,13084224,10
1994-11-01,13085851,15
1994-11-01,13087080,15
1994-11-01,13092433,5
1994-11-01,13093701,5
1994-11-01,13108237,10
1994-11-01,13110564,20
1994-11-01,13113881,5
1994-11-01,13118085,5
1994-11-01,13118768,5
1994-11-01,13123768,10
1994-11-01,13128061,5
1994-11-01,13132671,10
1994-11-01,13139090,2
1994-11-01,13146557,5
1994-11-01,13146966,10
1994-11-01,13147847,3
1994-11-01,13151966,20
1994-11-01,13164944,10
1994-11-01,13167836,10
1994-11-01,13169771,3
1994-11-01,13172344,5
1994-11-01,13184424,5
1994-11-01,13193372,5
1994-11-01,13195080,10
1994-11-01,13202991,10
1994-11-01,13207735,20
1994-11-01,13209047,10
1994-11-01,13210332,5
1994-11-01,13214194,10
1994-11-01,13217378,5
1994-11-01,13219469,10
1994-11-01,13229910,3
1994-11-01,13232024,10
1994-11-01,13235371,15
1994-11-01,13237748,2
1994-11-01,13242947,100
1994-11-01,13243773,10
1994-11-01,13246242,5
1994-11-01,13249825,15
1994-11-01,13250656,2
1994-11-01,13255934,200
1994-11-01,13258404,5
1994-11-01,13262549,10
1994-11-01,13264169,25
1994-11-01,13264532,10
1994-11-01,13267001,15
1994-11-01,13272170,10
1994-11-01,13276362,2
1994-11-01,13278607,50
1994-11-01,13280353,10
1994-11-01,13281342,5
1994-11-01,13287188,15
1994-11-01,13291242,10
1994-11-01,13292059,5
1994-11-01,13292385,5
1994-11-01,13293683,10
1994-11-01,13300063,3
1994-11-01,13300443,2
1994-11-01,13301576,3
1994-11-01,13303739,10
1994-11-01,13308780,10
1994-11-01,13314462,5
1994-11-01,13314841,15
1994-11-01,13317293,3
1994-11-01,13321076,10
1994-11-01,13322288,3
1994-11-01,13330568,5
1994-11-01,13331018,10
1994-11-01,13333148,10
1994-11-01,13337749,10
1994-11-01,13343526,15
1994-11-01,13364090,15
1994-11-01,13377705,5
1994-11-01,13378083,3
1994-11-01,13385312,5
1994-11-01,13394587,5
1994-11-01,13400573,5
1994-11-01,13402948,3
1994-11-01,13416210,10
1994-11-01,13430108,5
1994-11-01,13431557,5
1994-11-01,13433858,10
1994-11-01,13434312,5
1994-11-01,13437113,12
1994-11-01,13438017,10
1994-11-01,13443781,10
1994-11-01,13446140,5
1994-11-01,13446888,5
1994-11-01,13450322,10
1994-11-01,13463128,10
1994-11-01,13467975,5
1994-11-01,13470395,10
1994-11-01,13476481,10
1994-11-01,13484302,3
1994-11-01,13487585,10
1994-11-01,13488481,10
1994-11-01,13493950,10
1994-11-01,13495408,3
1994-11-01,13496139,20
1994-11-01,13501555,10
1994-11-01,13508725,10
1994-11-01,13517458,10
1994-11-01,13524411,5
1994-11-01,13532263,5
1994-11-01,13540091,100
1994-11-01,13541843,5
1994-11-01,13542481,5
1994-11-01,13549611,3
1994-11-01,13549997,2
1994-11-01,13564126,5
1994-11-01,13566070,37
1994-11-01,13568826,5
1994-11-01,13576709,10
1994-11-01,13578374,6
1994-11-01,13580238,5
1994-11-01,13582534,5
1994-11-01,13586903,15
1994-11-01,13588325,5
1994-11-01,13589327,15
1994-11-01,13589966,5
1994-11-01,13592817,3
1994-11-01,13596737,3
1994-11-01,13600864,10
1994-11-01,13604247,10
1994-11-01,13619097,15
1994-11-01,13624864,25
1994-11-01,13626691,10
1994-11-01,13627765,5
1994-11-01,13642469,15
1994-11-01,13643444,10
1994-11-01,13644795,10
1994-11-01,13646990,5
1994-11-01,13648723,20
1994-11-01,13654708,2
1994-11-01,13655432,20
1994-11-01,13657515,2
1994-11-01,13659528,10
1994-11-01,13662955,8
1994-11-01,13672278,10
1994-11-01,13679921,2
1994-11-01,13682703,10
1994-11-01,13686917,3
1994-11-01,13690355,5
1994-11-01,13690698,15
1994-11-01,13692007,20
1994-11-01,13693912,10
1994-11-01,13699569,3
1994-11-01,13700227,2
1994-11-01,13702059,5
1994-11-01,13712441,2
1994-11-01,13718703,3
1994-11-01,13720987,20
1994-11-01,13737061,5
1994-11-01,13738650,15
1994-11-01,13741131,2
1994-11-01,13742775,5
1994-11-01,13744560,15
1994-11-01,13746375,5
1994-11-01,13749015,2
1994-11-01,13750402,37
1994-11-01,13755277,15
1994-11-01,13760682,8
1994-11-01,13772993,5
1994-11-01,13785869,100
1994-11-01,13786504,5
1994-11-01,13786822,3
1994-11-01,13787176,10
1994-11-01,13788120,5
1994-11-01,13792261,2
1994-11-01,13792660,15
1994-11-01,13793426,5
1994-11-01,13797089,20
1994-11-01,13797682,15
1994-11-01,13798850,7
1994-11-01,13801147,5
1994-11-01,13804773,5
1994-11-01,13809184,5
1994-11-01,13816391,3
1994-11-01,13828355,15
1994-11-01,13830137,10
1994-11-01,13830503,2
1994-11-01,13836447,2
1994-11-01,13837313,10
1994-11-01,13839669,20
1994-11-01,13840386,10
1994-11-01,13844117,7
1994-11-01,13846683,50
1994-11-01,13847035,10
1994-11-01,13848465,5
1994-11-01,13852776,10
1994-11-01,13859048,2
1994-11-01,13861448,10
1994-11-01,13863395,20
1994-11-01,13864551,10
1994-11-01,13866323,15
1994-11-01,13870926,5
1994-11-01,13884140,5
1994-11-01,13886531,5
1994-11-01,13888459,5
1994-11-01,13894462,5
1994-11-01,13895171,10
1994-11-01,13896345,5
1994-11-01,13897330,5
1994-11-01,13902804,10
1994-11-01,13914378,10
1994-11-01,13915333,20
1994-11-01,13918057,5
1994-11-01,13924680,5
1994-11-01,13926693,3
1994-11-01,13930132,5
1994-11-01,13930814,7
1994-11-01,13938250,5
1994-11-01,13940618,4
1994-11-01,13941926,3
1994-11-01,13944409,10
1994-11-01,13950260,2
1994-11-01,13953583,10
1994-11-01,13961124,3
1994-11-01,13968475,10
1994-11-01,13969484,25
1994-11-01,13980942,13
1994-11-01,13981610,4
1994-11-01,13983235,5
1994-11-01,13998705,5
1994-11-01,14000267,15
1994-11-01,14015421,5
1994-11-01,14017159,5
1994-11-01,14018607,3
1994-11-01,14037581,5
1994-11-01,14037954,3
1994-11-01,14047224,4
1994-11-01,14048671,10
1994-11-01,14052816,2
1994-11-01,14060125,10
1994-11-01,14062182,15
1994-11-01,14067080,3
1994-11-01,14071987,5
1994-11-01,14078356,10
1994-11-01,14080219,10
1994-11-01,14083417,20
1994-11-01,14083417,20
1994-11-01,14086537,3
1994-11-01,14087210,15
1994-11-01,14096628,10
1994-11-01,14100674,10
1994-11-01,14104613,5
1994-11-01,14110008,5
1994-11-01,14110441,10
1994-11-01,14115547,10
1994-11-01,14116000,15
1994-11-01,14122004,2
1994-11-01,14136433,10
1994-11-01,14138422,5
1994-11-01,14139968,20
1994-11-01,14141027,3
1994-11-01,14142107,10
1994-11-01,14144517,3
1994-11-01,14145600,5
1994-11-01,14146746,2
1994-11-01,14152796,2
1994-11-01,14154248,5
1994-11-01,14154607,10
1994-11-01,14161264,15
1994-11-01,14165286,5
1994-11-01,14170848,5
1994-11-01,14176965,10
1994-11-01,14180147,3
1994-11-01,14183361,10
1994-11-01,14201853,5
1994-11-01,14202230,5
1994-11-01,14202600,10
1994-11-01,14204401,5
1994-11-01,14205175,15
1994-11-01,14206478,15
1994-11-01,14210359,3
1994-11-01,14222403,3
1994-11-01,14224954,5
1994-11-01,14227041,5
1994-11-01,14227436,5
1994-11-01,14231032,10
1994-11-01,14240506,10
1994-11-01,14248061,5
1994-11-01,14258093,2
1994-11-01,14258651,10
1994-11-01,14266178,20
1994-11-01,14272332,5
1994-11-01,14272699,15
1994-11-01,14276588,15
1994-11-01,14276900,10
1994-11-01,14280136,15
1994-11-01,14283478,5
1994-11-01,14292364,5
1994-11-01,14294981,20
